143,15,211,61
9,143,90,161
108,170,167,193
232,170,273,193
154,225,299,251
68,245,265,269
182,297,278,316
229,307,281,336
107,317,281,338
235,334,328,361
211,360,311,380
128,375,296,396
17,390,48,414
92,390,270,414
113,408,196,422
49,429,227,455
246,429,247,455
279,429,355,455
223,429,355,464
12,447,353,469
254,456,355,484
196,460,328,477
7,471,357,531
29,501,108,530
124,501,132,530
160,501,170,530
5,513,213,555
5,3,242,58
5,11,242,58
3,129,357,232
240,133,314,152
3,174,212,256
224,174,357,256
94,224,271,259
18,255,273,275
305,276,356,292
235,277,271,293
23,290,105,318
167,301,347,330
164,322,213,347
126,327,329,357
265,363,355,384
5,382,42,397
7,430,147,447
166,430,175,447
223,437,295,453
144,448,211,466
7,456,116,472
275,464,353,478
158,465,221,481
158,467,357,491
63,474,190,510
1,489,108,524
10,491,216,554
10,516,193,551
1,540,313,572
