238,55,495,117
238,60,495,117
430,78,495,117
140,80,252,169
374,116,490,147
874,141,1063,185
161,202,384,254
292,212,537,291
463,274,705,314
629,317,916,361
907,355,1162,392
478,356,562,381
538,367,612,397
522,377,678,409
417,391,625,431
819,404,961,430
375,414,632,459
640,414,810,441
640,414,810,441
829,422,929,447
659,431,806,455
344,444,821,473
976,455,1200,485
44,469,262,493
814,469,1180,540
31,482,940,614
814,484,1031,519
1,492,181,524
901,516,1123,567
724,564,1108,616
1,595,318,671
939,599,1185,650
450,634,1076,667
734,653,933,677
460,660,569,683
714,661,783,689
529,679,622,699
529,683,622,713
37,685,385,714
680,687,789,708
538,690,611,718
129,704,321,746
504,705,761,750
425,728,725,774
423,757,566,804
595,764,705,790
562,788,732,828
370,845,813,959
616,855,775,880
194,870,226,901
10,875,136,905
194,879,252,902
277,921,418,947
464,930,564,959
377,66,480,110
377,66,480,110
356,112,503,197
936,153,1097,181
231,160,1184,287
904,268,1134,298
8,281,389,407
369,286,898,310
655,335,841,361
655,335,841,361
372,387,972,423
372,394,504,427
787,412,905,450
433,417,538,442
1,423,745,475
639,424,703,445
812,445,924,466
2,471,210,494
12,477,210,511
1,481,915,605
12,490,191,534
954,533,1156,572
886,565,1150,604
89,591,136,609
1,596,1146,649
36,641,126,680
312,642,436,682
979,643,1117,667
541,681,691,712
1,688,229,745
735,689,798,718
511,705,616,736
292,707,358,736
669,707,799,744
292,708,358,736
1,725,260,775
491,741,669,771
717,746,792,769
25,760,362,807
1,783,160,833
256,800,355,830
79,819,377,896
563,836,734,866
667,861,725,884
285,867,360,902
1,870,425,959
24,930,115,959
459,933,626,957
