79,81,418,101
3,84,46,98
11,96,479,128
1,111,472,141
29,119,472,143
123,138,472,155
276,148,473,162
1,149,327,178
1,152,103,165
364,159,475,173
13,171,322,195
355,171,455,195
1,171,479,241
160,177,253,232
1,197,157,209
1,202,177,220
324,218,412,247
1,229,428,259
443,229,444,259
467,229,479,259
1,252,151,267
353,258,479,280
1,265,136,280
1,271,376,294
466,271,472,294
1,291,153,305
1,302,234,318
272,302,479,318
324,314,479,342
1,315,252,332
1,329,204,343
28,340,375,371
419,340,450,371
1,342,214,357
306,355,479,382
1,369,195,385
4,382,207,400
217,382,250,400
329,383,464,397
1,396,340,413
391,396,475,413
77,397,479,428
2,412,118,427
1,422,158,442
222,422,479,442
1,440,344,458
358,440,479,458
1,455,479,476
1,471,479,489
1,485,479,504
1,503,275,520
329,503,479,520
3,517,474,575
1,520,479,538
343,535,450,554
466,535,479,554
201,543,350,574
2,553,91,575
138,569,301,588
89,580,376,607
1,596,390,639
446,596,457,639
47,621,341,639
388,621,391,639
12,80,446,101
44,94,312,113
168,142,428,155
295,142,428,159
295,148,373,160
188,158,324,185
344,158,406,185
162,170,187,192
205,170,319,192
39,185,186,218
200,185,231,218
193,187,278,204
96,208,228,235
128,228,411,254
20,250,197,268
205,250,249,268
321,299,393,355
321,299,393,345
352,304,396,322
48,326,479,345
20,343,144,359
193,352,426,413
103,357,195,372
52,382,199,398
32,413,194,429
240,413,270,429
301,417,380,442
301,424,380,442
28,427,380,443
37,472,474,490
101,523,479,560
8,527,95,539
4,528,478,624
144,551,471,571
80,603,301,624
25,621,310,639
332,621,341,639
388,621,416,639
