826,2,1026,70
521,9,586,42
427,139,894,264
431,247,633,285
554,287,639,308
50,309,1124,352
50,309,585,352
397,324,689,412
856,325,944,349
864,330,1279,423
380,355,567,381
397,375,543,412
727,402,1230,504
496,408,592,442
459,420,592,453
614,436,1275,616
511,464,601,500
807,562,952,584
780,564,1185,647
783,593,894,617
477,608,1089,691
643,647,972,703
528,652,705,683
845,684,1018,719
584,698,649,733
791,718,924,774
546,774,691,858
703,1,1116,97
524,8,750,47
524,15,608,49
26,143,1266,351
587,179,844,207
994,221,1259,264
382,315,592,367
712,316,1106,372
62,317,1270,431
388,355,460,385
721,364,837,399
408,406,585,430
544,529,595,551
445,582,642,618
541,613,653,637
657,817,877,853
786,876,849,903
