244,14,654,66
670,14,688,66
865,14,1008,66
120,44,935,145
706,46,949,98
120,56,1220,195
720,84,885,125
896,84,931,125
136,99,459,150
807,156,945,186
829,183,997,242
101,184,644,269
456,211,569,268
988,231,1127,261
694,300,900,379
948,300,1107,379
54,307,118,358
143,307,654,358
703,364,956,405
441,385,936,502
158,387,398,429
96,388,393,470
944,411,1024,433
429,415,936,473
110,472,1174,586
874,508,990,542
145,510,282,555
306,510,450,555
49,527,925,663
771,598,870,633
436,616,548,656
1051,627,1182,673
249,630,984,690
119,667,1158,778
841,668,910,697
60,692,135,749
156,692,537,749
705,694,885,741
469,755,875,825
72,775,642,829
210,886,1277,959
783,928,904,956
472,942,1094,959
212,9,1225,221
571,17,636,46
115,54,1120,192
115,76,1223,179
149,102,447,147
711,116,858,152
828,153,1203,216
863,176,1130,249
89,178,456,271
169,182,616,272
521,183,672,227
915,215,944,260
951,215,1130,260
915,229,1093,267
506,240,644,271
506,244,644,272
118,250,1213,465
837,278,967,315
118,283,646,379
813,283,1159,379
248,311,615,354
51,360,654,485
791,360,1151,485
1048,385,1206,445
713,441,1163,641
1191,441,1197,641
41,479,691,576
708,479,1077,576
49,542,1187,700
47,579,245,608
480,584,662,613
974,616,1170,670
98,654,1279,805
164,705,397,743
82,736,873,829
846,783,1084,819
263,802,430,829
188,878,1272,959
1060,905,1160,945
1126,936,1259,959
