491,125,643,169
655,125,670,169
418,167,609,216
625,167,664,216
474,206,666,275
774,256,1077,320
540,267,610,295
457,299,722,337
457,303,598,345
255,317,512,359
80,364,509,467
477,368,599,397
481,369,552,438
236,421,257,496
282,421,494,496
410,422,532,450
677,422,733,451
350,457,468,492
153,460,246,490
305,472,403,502
305,481,403,504
150,482,426,553
477,482,549,553
966,485,1031,514
145,490,211,518
683,535,748,570
430,542,528,567
916,555,1186,666
1013,559,1138,595
390,568,665,598
131,569,438,642
506,586,1089,650
1103,586,1126,650
359,602,514,645
484,603,514,633
582,603,819,650
245,611,620,673
794,625,905,664
880,625,983,668
624,630,806,676
604,643,691,678
132,649,349,699
221,780,506,825
359,65,530,98
517,129,768,176
447,179,544,205
431,201,800,435
405,263,664,357
341,325,378,346
653,334,713,365
109,336,1167,612
471,364,546,393
309,373,535,474
253,401,398,437
744,573,1137,667
156,581,689,682
345,595,420,625
561,614,726,647
308,659,731,743
157,730,336,772
352,730,396,772
