146,1,373,65
160,41,445,108
160,42,445,83
15,73,469,135
167,125,275,138
216,130,380,163
1,131,131,154
116,141,162,206
19,176,283,220
40,193,370,229
1,218,412,262
1,222,109,265
422,223,456,237
21,254,314,283
361,254,390,298
205,268,305,303
336,274,405,312
426,286,477,305
25,287,162,306
228,287,285,308
350,296,394,312
319,298,455,338
148,304,242,326
150,325,286,339
306,329,479,384
24,352,120,369
341,362,479,393
24,365,119,388
224,368,311,385
178,382,476,408
294,383,370,430
217,394,292,418
46,397,81,412
294,405,341,429
6,411,74,437
218,414,276,436
31,414,478,473
276,420,376,445
275,429,338,479
175,430,479,546
7,440,362,524
395,493,430,512
18,498,247,570
289,504,359,529
76,506,227,521
208,508,389,578
383,517,479,555
177,522,293,558
342,528,476,597
1,537,257,590
274,552,339,576
391,571,473,594
205,574,473,597
204,580,439,618
68,590,471,639
419,621,479,639
55,1,462,147
55,8,437,135
168,44,437,102
267,179,340,203
120,195,232,217
264,251,301,267
13,261,312,295
16,268,425,335
186,307,464,339
21,313,212,341
117,330,278,364
10,344,382,438
221,348,356,392
423,365,475,382
13,368,402,639
421,379,479,398
133,394,170,410
1,397,422,487
158,404,370,438
33,434,97,458
203,444,332,465
342,459,431,482
50,477,271,517
142,497,225,521
336,498,401,531
27,504,387,574
2,527,60,544
16,541,294,578
1,552,235,606
1,568,203,602
346,569,400,594
33,591,351,639
36,617,136,639
