626,100,740,141
702,200,800,235
609,323,611,353
642,323,751,353
580,349,765,420
580,349,765,420
490,480,540,513
558,480,807,513
523,525,619,558
637,525,705,558
720,525,787,558
591,579,671,602
506,633,629,666
643,633,677,666
692,633,783,666
461,679,596,720
614,679,643,720
660,679,838,720
464,766,558,793
570,766,730,793
742,766,835,793
487,196,633,236
672,196,797,236
504,263,831,365
733,289,853,312
621,484,744,512
639,530,685,557
639,530,685,557
530,533,586,558
608,578,679,601
576,638,620,665
576,638,620,665
677,679,785,708
452,687,591,716
452,768,841,808
