234,1,486,40
525,10,590,45
525,11,590,45
207,21,498,103
332,34,599,110
200,42,362,81
194,71,314,87
260,79,368,98
235,95,442,139
235,95,288,128
59,99,544,182
73,106,93,124
257,119,380,138
50,123,116,144
24,132,534,246
228,202,561,307
308,280,380,313
26,285,160,322
64,309,373,378
160,343,199,360
21,347,566,445
319,363,357,381
31,395,158,413
3,395,334,474
377,408,445,428
152,417,247,440
98,437,226,469
17,455,120,479
150,1,607,191
365,1,603,39
365,4,582,28
204,16,400,65
207,44,293,59
337,44,401,65
203,53,330,77
198,67,385,102
49,77,413,132
251,83,300,100
305,96,350,115
233,98,634,194
38,114,228,160
233,130,328,222
267,132,395,174
267,138,379,180
80,157,328,222
137,170,524,289
4,215,566,410
217,251,385,286
481,316,566,390
15,339,187,373
66,353,635,454
27,360,74,375
25,388,180,401
67,396,341,422
143,442,213,463
74,464,195,479
