784,12,831,35
282,22,350,46
807,23,871,46
238,36,625,98
644,36,743,98
846,36,914,60
503,44,551,68
238,62,299,81
867,66,909,95
617,68,708,119
29,72,112,136
804,86,954,117
395,89,442,106
734,89,741,119
756,89,876,119
464,105,593,125
234,108,439,136
464,111,663,148
778,118,911,145
345,122,525,153
345,129,385,144
52,130,954,237
841,133,914,152
557,140,656,162
239,144,449,176
853,144,902,162
414,151,440,180
485,151,606,180
681,156,783,179
281,160,369,182
207,232,326,256
338,232,360,256
393,233,688,288
836,236,864,273
879,236,932,273
701,238,780,260
803,238,808,260
9,241,281,343
598,243,663,258
170,244,214,266
226,244,408,266
718,255,780,294
797,255,887,294
170,257,241,275
221,261,448,302
568,273,643,300
661,273,663,300
683,273,716,300
447,275,519,303
303,283,360,304
363,283,413,302
411,283,593,322
694,283,699,322
719,283,749,322
268,298,332,325
268,298,332,318
625,301,910,336
30,304,102,420
156,304,903,420
426,372,481,388
85,376,160,403
169,376,178,403
64,382,178,415
232,382,294,398
198,383,235,406
702,384,782,436
269,402,870,477
401,404,471,426
484,404,487,426
552,405,570,440
597,405,704,440
143,406,361,434
401,413,467,437
430,417,467,437
378,427,416,447
30,428,124,476
209,428,300,476
7,451,180,499
300,459,461,487
493,466,576,499
493,466,567,499
408,485,452,499
29,1,728,186
29,1,168,148
267,1,427,148
452,1,484,148
528,1,622,148
670,1,949,148
841,25,917,42
697,35,729,83
766,35,886,83
234,50,246,74
272,50,321,74
382,54,400,127
703,54,733,127
776,54,951,127
260,69,354,101
260,69,275,108
287,69,373,108
685,72,787,93
9,76,169,186
191,76,666,186
687,76,906,186
414,83,525,106
714,87,741,133
760,87,892,133
143,89,169,142
235,89,602,142
909,93,936,107
840,98,892,116
455,123,541,141
243,147,401,178
393,157,454,180
466,157,479,180
238,163,313,185
447,164,788,209
594,195,628,219
868,197,930,236
828,226,904,266
930,226,948,266
496,228,656,261
670,229,779,264
144,231,242,247
341,233,448,257
194,233,739,287
42,239,134,282
16,250,54,269
77,250,116,269
877,252,892,274
907,252,937,274
201,259,343,309
794,260,917,300
534,264,617,288
627,264,656,288
215,271,883,343
267,276,363,316
76,297,128,317
65,324,121,341
6,333,128,406
566,344,948,494
115,348,175,373
460,372,621,408
484,373,621,416
203,381,243,398
107,381,343,426
395,381,460,404
566,383,819,475
677,383,763,427
395,388,460,408
405,398,475,423
484,398,486,423
103,401,184,438
214,402,556,453
26,410,41,499
83,410,105,499
211,410,819,499
197,414,258,430
236,416,536,459
262,441,285,459
