2127,1660,2495,1737
1986,1739,2496,1840
1929,1836,2610,1974
1095,109,1299,189
1151,458,1427,519
1270,896,1793,1017
1459,916,1829,995
1304,979,1652,1137
1561,1000,1788,1068
1825,1099,2087,1203
1963,1274,2313,1358
1724,1360,1927,1421
1856,1578,2196,1647
1593,1645,1971,1726
1869,1712,2412,1820
2023,1770,2579,1973
1895,1810,2579,1980
1671,1863,1819,1928
1540,1967,1894,2085
1577,2081,2252,2258
1620,2178,2353,2330
1684,2297,1942,2364
1562,2359,1856,2419
1698,2404,1886,2478
1485,2407,1704,2510
1559,2478,2070,2590
