71,1,189,20
182,1,626,93
115,10,188,35
476,26,560,50
53,29,117,61
69,41,120,101
6,62,58,152
47,117,198,148
32,117,639,209
314,117,639,150
4,134,115,155
28,223,222,267
152,239,462,315
1,256,111,275
157,262,342,318
369,262,460,318
508,322,572,339
100,335,444,430
430,345,639,385
430,357,526,382
297,409,319,438
364,409,441,438
497,411,601,449
216,421,380,452
188,446,273,479
415,448,538,479
242,449,314,479
339,449,356,479
69,1,312,37
566,6,601,24
430,18,580,36
1,26,85,150
223,35,409,95
430,35,583,95
71,41,97,98
1,114,639,209
254,121,403,136
1,191,82,216
1,225,99,251
150,226,328,322
337,226,468,322
2,237,249,269
2,249,67,278
276,249,321,276
65,265,134,293
1,333,639,439
1,344,131,373
509,344,587,371
425,359,472,434
275,360,374,385
484,366,637,391
514,372,637,391
313,409,472,438
285,415,388,479
285,415,346,460
65,428,320,479
346,428,430,479
1,430,61,450
202,435,264,456
472,452,578,476
570,454,624,479
