325,1,626,24
166,34,639,101
44,96,639,126
183,110,435,150
2,112,27,124
1,126,639,250
264,126,635,258
1,143,636,422
378,176,635,279
258,177,499,222
385,238,488,262
297,393,385,422
1,403,639,470
523,1,636,17
266,84,372,102
254,100,570,190
264,101,466,132
1,113,639,141
162,126,542,257
9,126,197,176
438,134,511,157
314,174,583,226
249,184,362,208
117,190,354,245
402,250,561,307
444,278,631,308
213,291,566,390
188,329,290,346
84,335,566,394
215,371,370,395
91,391,639,420
73,406,270,459
413,409,513,424
416,414,606,459
73,424,364,459
270,444,407,463
