376,1,457,16
341,5,477,33
385,25,472,41
345,31,471,51
337,45,479,70
343,62,459,85
410,78,467,99
417,93,479,110
354,120,451,149
339,133,478,180
342,169,401,187
352,179,478,207
5,201,234,259
146,204,359,217
136,241,213,275
156,265,258,292
1,297,341,314
423,316,479,331
136,320,448,398
155,327,473,344
29,374,77,390
320,378,479,413
27,402,88,431
394,419,474,443
127,532,439,571
212,559,474,586
336,1,427,19
338,14,411,29
336,40,380,56
335,66,419,84
421,83,479,98
333,91,412,112
351,92,412,113
348,118,479,149
330,137,477,167
327,188,427,204
4,197,405,216
143,206,479,258
139,239,301,306
145,337,335,388
4,371,59,397
197,385,255,402
35,393,94,414
9,424,86,450
327,492,443,539
15,522,142,556
