15,1,448,42
19,6,147,27
111,14,147,31
148,22,269,35
5,31,382,63
116,33,236,46
1,57,283,81
1,57,397,102
362,65,451,91
1,72,451,115
1,74,194,99
177,94,334,115
1,97,237,158
256,106,458,135
255,131,439,164
1,138,416,256
255,155,372,184
12,156,215,221
147,158,216,188
255,166,399,192
194,177,399,203
255,196,438,222
255,208,348,230
90,214,180,247
268,225,413,244
90,231,448,260
1,272,457,351
88,303,227,336
295,315,382,336
1,328,215,404
217,359,264,377
268,1,381,18
2,1,273,33
1,18,184,61
336,47,458,73
336,47,403,76
1,61,116,77
104,75,230,97
258,79,442,104
1,99,446,120
137,113,228,154
137,113,454,165
92,145,145,157
182,152,377,171
20,157,458,191
12,173,455,215
56,183,135,206
12,189,208,249
103,189,352,218
310,197,458,233
286,229,455,259
61,250,432,276
96,262,402,283
17,295,458,371
125,350,432,383
