217,1,355,34
391,1,626,37
146,49,309,72
146,51,181,77
212,51,345,77
276,111,607,190
149,121,338,161
1,157,633,242
1,224,415,300
420,251,605,275
424,269,594,295
191,281,639,352
373,343,523,372
328,386,443,413
328,407,452,427
41,428,308,479
326,428,587,479
512,1,586,16
89,6,574,185
139,56,253,74
479,165,608,194
364,192,517,230
505,217,626,286
5,224,626,332
282,240,585,293
286,291,346,328
341,326,597,361
330,344,608,417
277,389,474,479
328,412,452,441
475,412,484,441
