250,1,380,27
847,1,1201,26
93,2,216,34
436,7,641,55
689,19,919,73
665,66,983,127
565,86,647,107
754,93,980,138
47,94,172,134
178,94,374,117
332,98,374,124
357,113,550,140
605,116,726,157
504,122,550,143
2,130,365,176
999,140,1106,168
718,146,866,174
603,155,1211,197
26,172,375,214
270,197,423,221
270,197,423,221
79,198,400,251
790,212,927,239
909,228,1039,259
443,229,571,276
26,258,385,289
941,261,995,290
550,267,618,293
753,270,859,300
771,270,839,307
223,274,462,301
1143,274,1206,293
945,284,998,311
775,308,1228,354
1,318,387,357
467,328,592,350
593,340,682,367
50,370,345,397
919,372,1020,395
888,388,1120,416
112,389,266,416
360,392,451,421
908,405,1021,428
417,411,587,440
91,418,223,448
668,422,760,442
630,435,782,468
1,448,234,535
474,451,562,468
849,461,1239,486
749,480,819,502
348,483,440,514
1040,493,1130,520
297,514,386,535
521,520,624,562
880,522,1133,570
55,524,268,551
318,530,677,574
728,537,872,571
831,542,1265,589
55,547,217,583
514,554,728,603
341,558,474,584
769,562,823,585
436,580,511,602
266,582,338,601
359,651,1228,731
497,745,731,786
734,760,1205,857
240,826,454,863
672,835,1204,925
150,848,540,925
2,1,1186,86
257,35,281,54
364,47,526,74
759,47,1273,202
123,48,517,117
892,50,1092,89
449,54,647,88
123,63,383,109
80,69,509,196
570,81,740,118
160,99,334,134
304,102,509,196
456,103,660,134
683,105,819,157
465,119,662,153
465,121,560,153
630,138,702,160
1,159,1053,206
439,188,559,223
6,200,314,239
1,208,252,260
877,219,1032,252
693,246,906,280
886,246,1032,281
191,252,311,272
561,264,693,291
974,266,1279,296
146,267,263,291
569,275,671,302
1042,283,1132,319
144,290,323,309
81,292,1258,365
1031,325,1225,377
414,329,644,351
35,345,287,384
362,346,545,371
955,351,1026,376
540,358,667,387
146,371,286,410
619,377,718,414
421,378,517,413
1,398,269,447
809,405,925,431
612,405,1279,481
359,412,509,442
555,412,701,439
1,443,486,525
170,449,388,486
56,473,176,495
504,474,922,508
1002,479,1241,515
896,488,993,518
323,493,450,518
406,497,662,543
1138,507,1230,528
645,514,930,562
900,524,1065,572
467,527,550,559
900,528,1036,572
180,531,242,551
23,543,184,571
159,549,286,578
752,553,828,582
936,559,1114,584
457,560,574,587
688,576,1270,606
25,578,188,599
297,579,540,606
63,715,1232,858
