597,126,696,150
663,127,948,216
678,197,748,228
214,254,883,435
245,254,495,282
580,278,637,322
655,278,830,322
580,325,733,368
751,325,823,368
579,374,686,416
151,446,259,558
238,574,754,593
218,596,1088,636
285,620,1143,663
982,651,1165,715
982,653,1165,709
288,714,420,743
709,714,1168,743
387,1,973,265
503,115,708,154
589,143,742,180
251,206,484,258
362,263,874,425
362,263,874,425
684,292,736,313
639,334,726,361
147,364,441,407
778,428,927,554
787,451,894,530
109,551,953,581
864,578,1168,644
211,608,1140,656
213,642,430,673
242,676,964,794
