396,16,465,50
191,58,248,77
263,58,341,77
6,97,98,131
112,97,205,131
230,97,606,131
31,129,86,154
607,150,635,380
224,189,298,213
54,246,264,315
396,253,454,273
418,288,453,312
529,393,631,442
570,431,637,449
336,452,597,479
41,454,141,479
158,454,230,479
139,9,234,53
262,9,472,53
155,55,247,77
263,55,379,77
393,55,460,77
18,99,98,121
113,99,205,121
230,99,594,121
585,129,639,383
57,137,242,249
396,137,567,249
166,194,270,242
38,209,127,316
203,209,262,316
434,209,568,316
366,289,446,313
195,314,472,399
566,443,612,475
42,457,250,479
340,457,431,479
