1,2,402,68
246,10,338,52
387,10,620,39
23,16,154,56
466,20,548,54
165,24,206,42
247,31,344,114
469,42,540,59
7,44,217,91
548,47,602,65
468,55,605,82
447,67,535,104
228,74,278,130
534,74,637,93
384,79,442,101
2,81,79,103
273,86,335,104
406,87,618,115
1,93,639,130
1,99,297,125
1,102,639,128
86,123,216,175
25,124,120,142
534,132,628,173
548,133,612,165
371,140,527,155
260,141,289,165
154,144,204,161
154,148,204,161
25,150,256,211
284,156,344,200
370,160,506,175
287,199,334,221
146,204,241,227
574,211,631,255
91,218,197,250
141,221,222,255
555,240,604,264
205,241,338,305
86,259,179,284
86,260,179,275
264,270,329,310
107,279,155,301
40,287,89,310
270,297,311,323
193,300,267,318
66,301,109,317
318,308,343,344
461,315,639,342
101,321,228,355
301,341,381,367
490,344,610,367
498,351,621,408
91,357,140,376
126,358,492,419
468,359,621,419
271,373,297,415
123,398,177,427
41,402,175,432
566,402,637,420
45,405,490,479
447,417,510,433
537,459,620,479
25,461,138,479
294,4,639,30
130,4,639,27
375,4,639,33
185,7,230,48
453,11,542,49
470,16,559,37
50,17,77,54
1,17,77,54
99,21,286,91
486,25,620,52
359,32,489,85
495,49,561,75
1,53,73,97
1,53,73,97
130,53,342,150
495,61,551,79
413,64,497,96
541,74,639,103
413,98,458,127
276,118,342,150
1,121,551,323
29,122,76,141
163,126,211,142
187,126,551,324
45,129,101,151
83,135,170,184
89,152,288,190
193,161,473,322
305,168,342,188
4,170,178,206
215,182,326,233
110,192,207,229
34,196,182,238
56,205,99,224
27,207,159,327
83,213,239,279
83,218,144,250
4,238,67,261
562,241,638,300
565,244,616,261
121,250,240,287
121,254,201,296
20,270,117,354
127,271,208,300
252,272,468,426
291,272,565,442
252,274,291,293
214,280,317,332
549,282,612,308
140,289,178,311
542,298,630,334
326,305,633,365
114,312,294,341
13,322,60,340
108,322,192,350
108,333,186,352
19,343,229,409
26,349,128,380
177,353,211,372
26,354,128,380
7,354,128,386
355,354,492,419
384,355,424,372
437,357,635,406
331,362,419,384
2,381,623,479
76,384,242,433
14,394,60,479
317,395,485,422
6,401,103,424
21,404,137,454
391,418,489,451
263,419,338,436
119,452,181,479
