320,1,598,99
726,33,926,78
447,37,517,68
558,37,719,68
1073,55,1234,86
929,87,1040,124
380,93,807,151
392,96,461,126
765,102,1067,165
499,135,642,219
670,135,1214,219
558,166,634,191
484,171,1183,289
457,183,801,239
725,194,1218,235
751,225,869,249
1111,251,1218,287
879,261,1013,310
890,276,1013,311
541,280,758,308
647,280,979,349
1036,280,1053,349
883,287,1269,361
762,315,853,345
613,321,1279,518
744,336,876,366
744,340,808,380
761,357,1056,384
695,406,795,430
683,418,1125,523
1140,418,1227,523
90,453,784,581
936,493,1155,577
42,551,780,662
1061,600,1159,623
26,619,53,794
134,619,664,794
37,697,85,754
147,707,178,758
234,707,481,758
279,733,363,754
62,734,128,766
53,760,82,785
109,765,186,788
23,786,210,869
23,870,160,920
74,870,174,942
37,934,181,959
279,1,815,122
932,1,1064,122
582,1,609,34
650,1,764,34
665,34,721,69
733,34,759,69
989,64,1242,144
58,91,138,136
203,91,462,136
617,93,701,114
620,108,775,163
658,128,775,164
384,129,864,217
951,156,1099,188
951,158,1242,214
962,164,1242,221
381,184,586,269
4,185,122,261
523,185,669,218
868,189,1147,251
1190,189,1242,251
583,219,1050,271
860,222,966,246
813,245,1207,339
673,271,1162,342
699,283,795,312
610,315,1116,390
682,364,1085,412
664,383,1155,477
714,390,956,425
1199,397,1251,454
830,429,1118,557
1,436,842,818
328,441,791,482
4,461,513,563
10,500,603,594
732,500,1187,594
309,586,404,630
258,647,473,698
2,670,133,779
152,711,178,760
234,711,487,760
1,727,78,959
124,727,638,959
11,787,56,873
11,787,77,873
115,793,157,959
644,891,900,959
629,895,846,926
113,902,248,958
